MAL_ID,Name,Score,Genres,English name,Type,Episodes,Studios,Rating,Ranked,Popularity
3947,jarinko chie (tv),6.29,"Slice of Life, Comedy, Drama, Seinen",Unknown,TV,64,Tokyo Movie Shinsha,G - All Ages,6951.0,10944
3948,mahou sensei negima!: introduction film,6.66,"Action, Harem, Comedy, Supernatural, Romance, Ecchi",Unknown,OVA,3,Xebec,R+ - Mild Nudity,5083.0,4838
3950,injuu daikessen,5.22,Hentai,Mission of Darkness,OVA,1,Unknown,Rx - Hentai,Unknown,10075
3951,shimai ijiri,5.72,Hentai,Slave Sisters,OVA,2,Unknown,Rx - Hentai,Unknown,9680
3952,blue seed 1.5,6.47,"Comedy, Romance, Sci-Fi",Unknown,OVA,2,Production I.G,R - 17+ (violence & profanity),6055.0,8782
3953,dna hunter,5.53,Hentai,DNA Hunter,OVA,3,Unknown,Rx - Hentai,Unknown,8681
3954,tales of symphonia the animation: kratos-sensei no private lesson,6.73,"Comedy, School",Unknown,Special,1,ufotable,G - All Ages,4742.0,5391
3956,shakugan no shana-tan ii (second),7.21,"Comedy, Parody",Unknown,Special,3,J.C.Staff,PG-13 - Teens 13 or older,2717.0,2559
3958,kannagi,7.32,"Comedy, School, Shounen, Supernatural",Kannagi:Crazy Shrine Maidens,TV,13,"A-1 Pictures, Ordet",PG-13 - Teens 13 or older,2265.0,1076
3960,armored core: fort tower song,4.78,"Action, Mecha, Sci-Fi",Unknown,ONA,1,Unknown,PG-13 - Teens 13 or older,10754.0,9876
3962,chocolate underground,6.15,"Adventure, Comedy, Kids",Unknown,ONA,13,"Production I.G, Trans Arts",PG - Children,7544.0,4619
3963,turn a gundam i movie: earth light,6.51,"Action, Drama, Mecha, Military, Sci-Fi, Space",∀ Gundam I:Earth Light,Movie,1,Sunrise,PG-13 - Teens 13 or older,5835.0,7111
3964,turn a gundam ii movie: moonlight butterfly,6.64,"Action, Drama, Mecha, Military, Sci-Fi, Space",∀ Gundam II:Moonlight Butterfly,Movie,1,Sunrise,PG-13 - Teens 13 or older,5211.0,7211
3965,nodame cantabile: nodame to chiaki no umi monogatari,7.39,"Comedy, Josei, Romance, Slice of Life",Unknown,Special,1,J.C.Staff,G - All Ages,1924.0,3224
3968,dragoon,5.78,"Adventure, Fantasy",Dragoon,OVA,3,Unknown,R+ - Mild Nudity,8909.0,9589
3969,kagaku kyuujo-tai technovoyager,6.1,"Action, Adventure, Mecha, Sci-Fi, Space",Thunderbirds 2086,TV,18,Toei Animation,PG-13 - Teens 13 or older,7797.0,10968
3970,sentakuya shin-chan,6.95,Hentai,Dirty Laundry,OVA,2,Unknown,Rx - Hentai,Unknown,5107
3972,yu☆gi☆oh! 5d's,7.42,"Action, Game, Shounen",Yu-Gi-Oh! 5D's,TV,154,Gallop,PG-13 - Teens 13 or older,1852.0,1368
3973,ikuze! gen-san,Unknown,Comedy,Unknown,ONA,24,Nippon Animation,G - All Ages,14597.0,14179
3974,tetsuwan birdy decode,7.46,"Action, Sci-Fi, Comedy",Birdy the Mighty:Decode,TV,13,A-1 Pictures,PG-13 - Teens 13 or older,1701.0,1656
3975,uchi no 3 shimai,Unknown,"Slice of Life, Comedy",Unknown,TV,102,"Toei Animation, Daewon Media",G - All Ages,12641.0,12088
3976,mamahaha,5.61,"Drama, Hentai, Romance",The Duchess of Busty Mounds,OVA,2,Unknown,Rx - Hentai,Unknown,7606
3977,to heart omake,6.25,"Slice of Life, Comedy, Harem, School",Unknown,Special,6,Unknown,PG-13 - Teens 13 or older,7118.0,8028
3980,bi-indoushi miija: injoku no gakuen,5.32,Hentai,Mija Beautifull Demon,OVA,2,Unknown,Rx - Hentai,Unknown,9005
3981,shokuzai no kyoushitsu,5.29,Hentai,Classroom of Atonement,OVA,2,Unknown,Rx - Hentai,Unknown,8129
3982,kairaku satsujin chousakan kouji,5.68,Hentai,Demon Warrior Koji,OVA,3,Unknown,Rx - Hentai,Unknown,9902
3983,mujintou monogatari x,5.52,Hentai,Desert Island Story X,OVA,4,Unknown,Rx - Hentai,Unknown,10417
3989,suna no bara: yuki no mokushiroku,6.27,Action,Unknown,OVA,1,J.C.Staff,R+ - Mild Nudity,7016.0,8765
3990,kumo to tulip,5.73,Adventure,The Spider and the Tulip,Movie,1,Shochiku Animation Institute,G - All Ages,9064.0,9166
3991,mahou shoujo-tai arusu the adventure,6.77,"Adventure, Comedy, Fantasy, Magic",Tweeny Witches:Alice Adventures,OVA,6,Studio 4°C,PG-13 - Teens 13 or older,4600.0,6716
3992,himekishi lilia,6.8,"Hentai, Horror, Demons, Supernatural, Magic, Fantasy",Himekishi Lilia,OVA,6,Unknown,Rx - Hentai,Unknown,4973
3995,tokubetsu byoutou,6.41,Hentai,Unknown,OVA,2,Unknown,Rx - Hentai,Unknown,6761
3998,tokumu sousakan rei & fuko,6.23,"Hentai, Horror, Supernatural",Rei and Fuko,OVA,4,Unknown,Rx - Hentai,Unknown,7998
3999,dorei maid princess,6.56,"Hentai, Fantasy",Dorei Maid Princess,OVA,4,Unknown,Rx - Hentai,Unknown,6393
4000,canary wa kago no naka,6.12,Hentai,Cage,OVA,2,Studio Jam,Rx - Hentai,Unknown,8962
4003,dream hunter rem,6.14,"Mystery, Magic, Ecchi",Unknown,OVA,4,Anime R,R - 17+ (violence & profanity),7607.0,6397
4004,inda no himekishi janne,6.33,"Hentai, Horror, Fantasy",Unknown,OVA,2,Unknown,Rx - Hentai,Unknown,6017
4009,heisa byoutou,5.88,Hentai,Sex Ward,OVA,2,Unknown,Rx - Hentai,Unknown,8774
4010,alignment you! you! the animation,6.77,"Hentai, Demons, Supernatural, School",Unknown,OVA,2,T-Rex,Rx - Hentai,Unknown,4659
4011,binetsukko ♭37℃ the animation,6.01,"Harem, Hentai, School",Unknown,OVA,2,Unknown,Rx - Hentai,Unknown,7711
4012,first squad,5.83,"Action, Music",Unknown,Music,1,Studio 4°C,PG-13 - Teens 13 or older,8755.0,5844
4013,paul no miracle daisakusen,6.45,"Action, Adventure, Kids",Paul in Fantasy Island,TV,50,Tatsunoko Production,G - All Ages,6126.0,11281
4014,choujin locke: lord leon,6.1,"Action, Sci-Fi, Super Power",Locke the Superman:Lord Leon,OVA,3,Nippon Animation,PG-13 - Teens 13 or older,7789.0,10334
4015,school rumble san gakki,7.32,"Comedy, Romance, School, Shounen",School Rumble 3rd Semester,OVA,2,Studio Comet,PG-13 - Teens 13 or older,2264.0,2114
4017,magical moe,5.39,"Hentai, Magic",Magical Moe,OVA,1,Blue Cat,Rx - Hentai,Unknown,9261
4021,seiyou kottou yougashiten: antique,7.06,"Comedy, Shoujo, Shounen Ai",Antique Bakery,TV,12,"Nippon Animation, SynergySP, Shirogumi",PG-13 - Teens 13 or older,3386.0,2890
4023,kitty's paradise,6.22,"Fantasy, Kids",Hello Kitty's Paradise,TV,16,"Bones, Sanrio",G - All Ages,7260.0,10163
4024,sanrio anime sekai meisaku gekijou,6.09,"Adventure, Fantasy, Kids",Hello Kitty's Furry Tale Theater,TV,13,Unknown,G - All Ages,7828.0,10134
4025,asobou! hello kitty,5.99,"Adventure, Fantasy, Kids",Unknown,TV,26,Unknown,G - All Ages,8278.0,10306
4026,pokemon movie 11: giratina to sora no hanataba sheimi,6.93,"Action, Adventure, Fantasy, Kids",Pokemon:Giratina and the Sky Warrior,Movie,1,OLM,PG - Children,3879.0,1881
4027,makai tenshi djibril: episode 2,6.5,"Hentai, Magic, Super Power",Jiburiru:Second Coming,OVA,4,Unknown,Rx - Hentai,Unknown,6344
4028,slayers revolution,7.29,"Adventure, Comedy, Fantasy",Unknown,TV,13,J.C.Staff,PG-13 - Teens 13 or older,2378.0,2851
4031,sakigake!! otokojuku movie,6.68,"Action, Comedy, Martial Arts, School, Shounen",Charge!! Men's Private School,Movie,1,Toei Animation,PG-13 - Teens 13 or older,4981.0,8846
4033,the idolm@ster live for you!,6.21,"Comedy, Drama, Music",THE IDOLM@STER Live For You!,OVA,1,Actas,PG-13 - Teens 13 or older,7292.0,5166
4034,sailor senshi venus♥five,5.3,"Parody, Super Power, Hentai",Venus 5,OVA,2,Unknown,Rx - Hentai,Unknown,9394
4037,cowboy bebop: yose atsume blues,7.44,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",Cowboy Bebop Session XX,Special,1,Sunrise,R - 17+ (violence & profanity),1772.0,2705
4038,zettai karen children,7.34,"Action, Comedy, Supernatural, Shounen",Psychic Squad,TV,51,SynergySP,PG-13 - Teens 13 or older,2182.0,2555
4039,golgo 13 (tv),7.54,"Action, Adventure, Drama, Thriller, Seinen",Golgo 13,TV,50,The Answer Studio,R+ - Mild Nudity,1446.0,2800
4042,hanappe bazooka,5.48,"Action, Comedy, Ecchi, Magic, School",Hanappe Bazooka,OVA,1,Studio Signal,R+ - Mild Nudity,9722.0,8385
4044,youkai ningen bem,6.07,"Horror, Demons",Unknown,TV,26,Dai-Ichi Douga,PG-13 - Teens 13 or older,7969.0,9811
4049,mafukiden: pandarian,6.13,"Adventure, Comedy, Fantasy, Kids, Magic, Super Power",Pandalian,TV,26,Planet,G - All Ages,7675.0,11226
4050,kouchuu ouja mushiking: mori no tami no densetsu,6.69,Fantasy,Mushiking:The Guardians of the Forest,TV,52,TMS Entertainment,G - All Ages,4949.0,8193
4051,net ghost pipopa,6.75,"Action, Adventure, Comedy, Kids, Sci-Fi, Shounen",Web Ghosts PiPoPa,TV,51,Studio Hibari,G - All Ages,4656.0,9331
4052,medarot damashii,6.65,"Action, Sci-Fi, Adventure",Medabots Spirits,TV,39,Trans Arts,G - All Ages,5159.0,4084
4053,tennis no ouji-sama: zenkoku taikai-hen - final,8.01,"Comedy, Sports, School, Shounen",Unknown,OVA,7,M.S.C,PG-13 - Teens 13 or older,526.0,2918
4054,norimono oukoku bubu chacha,6.68,"Slice of Life, Comedy",Unknown,TV,26,Daume,G - All Ages,5010.0,11557
4056,masuda kousuke gekijou gag manga biyori 3,7.1,Comedy,Unknown,TV,12,Studio Deen,PG-13 - Teens 13 or older,3200.0,8348
4057,inyouchuu shoku: ryoushokutou taimaroku,6.35,"Hentai, Demons, Fantasy",Unknown,OVA,2,Unknown,Rx - Hentai,Unknown,6334
4058,makyou gaiden le deus,5.57,"Action, Adventure, Mecha, Sci-Fi",Ladius,OVA,1,Production Reed,PG-13 - Teens 13 or older,9524.0,9510
4059,"clannad: mou hitotsu no sekai, tomoyo-hen",8.0,"Drama, Romance, School, Slice of Life","Clannad:Another World, Tomoyo Chapter",Special,1,Kyoto Animation,PG-13 - Teens 13 or older,534.0,569
4060,grimm meisaku gekijou,7.4,"Adventure, Comedy, Fantasy, Kids, Magic",Grimm's Fairy Tale Classics,TV,24,Nippon Animation,G - All Ages,1895.0,7421
4061,grimm masterpiece theater ii,7.33,"Adventure, Comedy, Fantasy, Kids, Magic",Grimm's Fairy Tale Classics,TV,23,Nippon Animation,G - All Ages,2216.0,8801
4062,musashi no ken,7.16,"Sports, Shounen",Unknown,TV,72,Eiken,G - All Ages,2954.0,8940
4063,sekirei,7.13,"Action, Comedy, Ecchi, Harem, Super Power",Sekirei,TV,12,Seven Arcs,R+ - Mild Nudity,3066.0,419
4066,tytania,6.84,"Adventure, Military, Psychological, Romance, Sci-Fi, Space",Tytania,TV,26,Artland,PG-13 - Teens 13 or older,4268.0,3908
4067,shin megami tensei devil children,6.27,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",Unknown,TV,50,Actas,PG - Children,7012.0,8953
4068,shin megami tensei devil children: light & dark,6.42,"Action, Kids, Adventure, Fantasy, Magic, Game, Supernatural, Demons, Sci-Fi",Unknown,TV,52,Actas,PG - Children,6331.0,9689
4069,pucca (ona),6.58,"Comedy, Romance",Pucca:Funny Love,ONA,46,Unknown,G - All Ages,5496.0,5624
4070,black jack: dr. pinoko no mori no bouken,6.28,Comedy,Black Jack:Dr. Pinoco's Adventure,Movie,1,Unknown,G - All Ages,6978.0,8925
4071,black jack (tv): hizouban specials,7.09,Adventure,Unknown,Special,2,Tezuka Productions,G - All Ages,3247.0,8185
4073,kyouryuu daisensou izenborg,6.6,"Action, Mecha",Unknown,TV,39,Unknown,G - All Ages,5378.0,10708
4074,"arano no sakebi koe: hoero, buck",6.53,"Adventure, Drama",The Call of the Wild,Special,1,Toei Animation,PG - Children,5728.0,10142
4075,super robot taisen og: divine wars - sorezore no michi,6.79,"Action, Comedy, Mecha",Super Robot Wars Original Generation:Divine Wars Special,Special,1,OLM,PG-13 - Teens 13 or older,4466.0,8496
4078,kyou no 5 no 2 kagai jugyou: mizukake,6.95,"Comedy, Ecchi, School, Seinen",Unknown,Special,1,Unknown,PG-13 - Teens 13 or older,3826.0,6081
4080,kyou kara maou! 3rd series,7.81,"Adventure, Comedy, Demons, Fantasy, Shoujo",Unknown,TV,39,Studio Deen,PG-13 - Teens 13 or older,814.0,3062
4081,natsume yuujinchou,8.33,"Slice of Life, Demons, Supernatural, Drama, Shoujo",Natsume's Book of Friends,TV,13,Brain's Base,PG-13 - Teens 13 or older,204.0,325
4082,kaibutsu oujo: konsui oujo,7.01,"Action, Comedy, Horror, Supernatural, Vampire, Shounen",Unknown,Special,1,Madhouse,PG-13 - Teens 13 or older,3622.0,4861
4083,wonder beat scramble,6.54,"Action, Space, Sci-Fi",Unknown,TV,26,Mushi Production,PG-13 - Teens 13 or older,5707.0,10878
4084,inma youjo,5.97,"Fantasy, Hentai, Supernatural, Horror",The Erotic Temptress,OVA,5,Unknown,Rx - Hentai,Unknown,8847
4085,yonimo osoroshii grimm douwa,6.07,"Dementia, Horror, Psychological",Unknown,OVA,3,Group TAC,R - 17+ (violence & profanity),7928.0,10218
4086,muka muka paradise,6.84,"Adventure, Comedy",Unknown,TV,51,Nippon Animation,G - All Ages,4279.0,8746
4087,michiko to hatchin,7.85,"Action, Adventure",Michiko & Hatchin,TV,22,Manglobe,R - 17+ (violence & profanity),744.0,1001
4088,wonder 3,Unknown,"Action, Adventure, Comedy, Sci-Fi",The Amazing 3,TV,52,Mushi Production,G - All Ages,12854.0,11392
4091,kagami no genon,5.92,Slice of Life,sound / phantasma / mirror,Movie,1,Unknown,G - All Ages,8478.0,8433
4094,batman: gotham knight,6.98,"Action, Adventure, Martial Arts",Batman:Gotham Knight,OVA,6,"Bee Train, Production I.G, Madhouse, Studio 4°C",PG-13 - Teens 13 or older,3711.0,3321
4095,chuumon no ooi ryouriten (1991),6.25,"Horror, Supernatural, Fantasy",Unknown,Movie,1,Unknown,G - All Ages,7111.0,7000
4096,mizu no tane,5.69,Historical,Unknown,Movie,1,Unknown,PG-13 - Teens 13 or older,9184.0,13594
4097,nanmu ichibyousokusai,5.79,"Historical, Music",Unknown,Movie,1,Unknown,G - All Ages,8872.0,12046
4098,urarochi diamond,5.7,Adventure,Unknown,OVA,1,Studio 4°C,PG-13 - Teens 13 or older,9159.0,10660
4099,appaga piryohae,6.31,Fantasy,Unknown,Movie,1,Unknown,PG - Children,6796.0,10502
4101,wan wan celepoo soreyuke! tetsunoshin,Unknown,"Comedy, Fantasy, Kids",Unknown,TV,51,Studio Comet,G - All Ages,12779.0,11105
4103,oval x over,5.74,Cars,Unknown,OVA,1,Production I.G,PG-13 - Teens 13 or older,9050.0,9611
4104,mini moni the tv,5.49,Comedy,Unknown,TV,15,Unknown,G - All Ages,9726.0,12202
4106,trigun: badlands rumble,7.97,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",Trigun - Badlands Rumble,Movie,1,Madhouse,PG-13 - Teens 13 or older,577.0,1283
4107,tengen toppa gurren lagann movie 1: gurren-hen,8.17,"Action, Comedy, Mecha",Gurren Lagann The Movie:Childhood's End,Movie,1,Gainax,PG-13 - Teens 13 or older,343.0,1132
4112,oyako nezumi no fushigi na tabi,6.23,Adventure,Unknown,Movie,1,Unknown,G - All Ages,7195.0,12574
4113,mahou no mako-chan,6.3,"Fantasy, Magic, Romance, Shoujo",Unknown,TV,48,Toei Animation,G - All Ages,6892.0,9786
4114,onegai my melody: kuru kuru shuffle!,7.2,"Fantasy, Magic, Comedy",Unknown,TV,52,Studio Comet,PG - Children,2783.0,7451
4119,juushin liger,6.53,"Action, Mecha, Sci-Fi",Bio Armor Ryger,TV,43,Sunrise,PG-13 - Teens 13 or older,5754.0,9681
4121,meimon! daisan yakyuubu,Unknown,"Action, Sports, Shounen",Meimon! The Third Baseball Club,TV,40,Unknown,PG-13 - Teens 13 or older,15500.0,12024
4124,futari wa precure: splash☆star movie - tick tack kiki ippatsu!,6.75,"Magic, Fantasy, Kids, Shoujo",Unknown,Movie,1,Toei Animation,G - All Ages,4686.0,7167
4126,mahou no tenshi creamy mami: lovely serenade,5.8,Music,Mahou no Tenshi Creamy Mami:Lovely Serenade,Music,1,Unknown,G - All Ages,8837.0,11257
4127,shion,6.53,"Action, Fantasy, Hentai, Supernatural",Sion,OVA,4,Unknown,Rx - Hentai,Unknown,7112
4129,mahou no tenshi creamy mami: curtain call,5.88,"Music, Comedy, Shoujo",Mahou no Tenshi Creamy Mami:Curtain Call,Music,1,Unknown,G - All Ages,8604.0,11652
4130,petit eva: evangelion@school,5.64,"Comedy, Parody, School",Unknown,ONA,24,"Xebec, Kanaban Graphics",G - All Ages,9327.0,3520
4131,twin bee paradise,Unknown,"Action, Adventure",Unknown,OVA,4,Unknown,G - All Ages,12653.0,12681
4132,wakakusa no yon shimai,6.42,"Slice of Life, Historical, Drama",Little Women,TV,26,Toei Animation,G - All Ages,6351.0,10430
4134,"naruto: shippuuden - shippuu! ""konoha gakuen"" den",7.15,Comedy,Naruto Shippuden:Konoha Gakuen - Special,Special,1,Studio Pierrot,PG-13 - Teens 13 or older,2965.0,2209
4136,penguin musume♥heart,6.74,"Comedy, Ecchi, School, Slice of Life",Penguin Musume♥Heart,ONA,22,Unknown,R+ - Mild Nudity,4706.0,4132
4138,chiisana penguin lolo no bouken,7.36,"Adventure, Drama, Fantasy, Kids, Slice of Life",The Adventures of Scamper the Penguin,OVA,3,Toei Animation,G - All Ages,2056.0,8342
4147,gang-aji ttong,5.75,"Kids, Fantasy",Doggy Poo,Movie,1,Unknown,G - All Ages,9002.0,7960
4149,body jack: tanoshii yutai ridatsu,5.27,"Comedy, Ecchi",Unknown,OVA,1,Unknown,R+ - Mild Nudity,10177.0,8627
4150,cosmos pink shock,5.5,"Comedy, Parody, Sci-Fi, Space",Unknown,OVA,1,AIC,PG-13 - Teens 13 or older,9662.0,8870
4151,blade of the immortal,6.82,"Action, Adventure, Historical, Supernatural, Samurai",Blade of the Immortal,TV,13,Bee Train,R - 17+ (violence & profanity),4340.0,2084
4154,time bokan series: yattodetaman,6.46,"Action, Adventure, Comedy, Fantasy, Mecha",Firebird,TV,52,Tatsunoko Production,PG-13 - Teens 13 or older,6115.0,9324
4155,one piece film: strong world,8.17,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",One Piece Film Strong World,Movie,1,Toei Animation,PG-13 - Teens 13 or older,342.0,862
4156,ichigo mashimaro episode 0,7.07,Comedy,Unknown,Special,1,Daume,PG-13 - Teens 13 or older,3333.0,4474
4157,pero pero candy,5.07,Hentai,Unknown,OVA,1,Unknown,Rx - Hentai,Unknown,10811
4158,dore dore no uta,5.79,Music,Unknown,Music,1,Studio Ghibli,G - All Ages,8880.0,8215
4161,kojin jugyou,5.4,"Comedy, Hentai, Yuri",Private Psycho Lesson,OVA,2,J.C.Staff,Rx - Hentai,Unknown,9315
4162,taiho shichau zo: nagisa no koutsuu yuudou,7.08,"Action, Police, Comedy, Seinen",You're Under Arrest:Diverting Traffic at the Beach,Special,1,Studio Deen,PG-13 - Teens 13 or older,3311.0,7114
4163,seto no hanayome ova,7.88,"Comedy, Parody, Romance, School, Shounen",Seto no Hanayome OVA,OVA,2,Gonzo,PG-13 - Teens 13 or older,699.0,2358
4164,kounai shasei,5.96,"Comedy, Hentai, Magic",Tales of Titillation,OVA,3,Unknown,Rx - Hentai,Unknown,8425
4166,to heart 2 ad,6.88,"Comedy, Ecchi, Romance",ToHeart 2 AD,OVA,2,Unknown,PG-13 - Teens 13 or older,4131.0,6078
4173,shigofumi picture drama,6.51,Comedy,Unknown,Special,7,J.C.Staff,PG-13 - Teens 13 or older,5835.0,7281
4176,wanna-be's,5.13,"Action, Comedy, Sports",Unknown,OVA,1,AIC,PG-13 - Teens 13 or older,10427.0,9028
4177,bounen no xamdou,7.69,"Action, Military, Sci-Fi, Adventure",Xam'd:Lost Memories,ONA,26,Bones,PG-13 - Teens 13 or older,1055.0,1234
4178,dream hazard: akuma no program,4.68,Hentai,Dream Hazard,OVA,1,Unknown,Rx - Hentai,Unknown,10178
4181,clannad: after story,8.96,"Slice of Life, Comedy, Supernatural, Drama, Romance",Clannad ~After Story~,TV,24,Kyoto Animation,PG-13 - Teens 13 or older,13.0,84
4182,darker than black: kuro no keiyakusha - sakura no hana no mankai no shita,7.57,"Sci-Fi, Comedy, Parody",Unknown,Special,1,Bones,R - 17+ (violence & profanity),1356.0,1203
4183,uchuu taitei god sigma,6.37,"Action, Space, Mecha",Space Emperor God Sigma,TV,50,Toei Animation,PG-13 - Teens 13 or older,6539.0,10866
4186,chrome shelled regios,7.35,"Action, Adventure, Fantasy, School, Sci-Fi",Chrome Shelled Regios,TV,24,Zexcs,R - 17+ (violence & profanity),2118.0,838
4187,megumi,6.03,Historical,Megumi,ONA,1,Unknown,G - All Ages,8123.0,9152
4188,mahou sensei negima!: shiroki tsubasa ala alba,7.46,"Adventure, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Vampire, Shounen",Unknown,OVA,3,Shaft,PG-13 - Teens 13 or older,1698.0,3143
4189,fuyu no sonata,7.4,"Drama, Romance",Unknown,TV,26,"Studio Comet, KeyEast, REALTHING",PG-13 - Teens 13 or older,1892.0,3599
4190,harukanaru toki no naka de 3: kurenai no tsuki special,6.62,"Fantasy, Comedy, Shoujo",Unknown,Special,1,Unknown,G - All Ages,5297.0,9892
4191,popolocrois monogatari,7.04,"Adventure, Fantasy",Popolocrois Monogatari,TV,25,Production I.G,PG - Children,3502.0,8368
4192,hayate no gotoku!!,7.73,"Action, Harem, Comedy, Parody, Romance, Shounen",Hayate the Combat Butler!!,TV,25,J.C.Staff,PG-13 - Teens 13 or older,960.0,1397
4195,kodomo no jikan: ni gakki,7.11,"Comedy, Ecchi, School",Unknown,OVA,3,Diomedéa,R - 17+ (violence & profanity),3175.0,3057
4196,ikkitousen: great guardians,6.78,"Action, Ecchi, Martial Arts, School, Super Power",Unknown,TV,12,Arms,R+ - Mild Nudity,4549.0,2145
4197,blue dragon: tenkai no shichi ryuu,6.56,"Adventure, Comedy, Fantasy, Supernatural",Blue Dragon:The Seven Dragons of the Heavens,TV,51,Studio Pierrot,PG - Children,5554.0,4290
4198,koutetsu jeeg,7.01,"Action, Mecha, Demons, Sci-Fi, Shounen",Unknown,TV,46,Toei Animation,PG-13 - Teens 13 or older,3618.0,8413
4199,entaku no kishi monogatari: moero arthur,6.32,"Adventure, Romance, Historical, Drama",Unknown,TV,30,Toei Animation,PG-13 - Teens 13 or older,6759.0,9976
4200,dirty pair ova,7.11,"Adventure, Comedy, Police, Sci-Fi",Unknown,OVA,10,"Sunrise, Kino Production",PG-13 - Teens 13 or older,3159.0,6220
4201,chocchan monogatari,6.66,"Slice of Life, Historical, Drama",Unknown,Movie,1,Unknown,G - All Ages,5065.0,10401
4202,mokke specials,6.91,"Mystery, Slice of Life, Supernatural",Mokke Special Episodes,Special,2,Madhouse,PG - Children,4010.0,9007
4205,kimikiss pure rouge: love fighter,6.97,"Romance, School",Unknown,Special,1,J.C.Staff,PG-13 - Teens 13 or older,3746.0,4676
4208,tetsujin 28-gou (1980),6.64,"Action, Mecha",The New Adventures of Gigantor,TV,51,Unknown,G - All Ages,5207.0,9540
4209,mission-e,6.48,"Action, Comedy, School, Sci-Fi",Unknown,TV,12,Studio Deen,PG - Children,6001.0,6407
4210,gokiburi-tachi no tasogare,5.89,"Drama, Military",Twilight of the Cockroaches,Movie,1,"Madhouse, Animation Staff Room",PG-13 - Teens 13 or older,8544.0,9453
4211,hareluya ii boy,6.33,"Action, Fantasy, Comedy, School, Shounen",Hareluya II Boy,TV,25,Triangle Staff,PG-13 - Teens 13 or older,6716.0,10048
4213,saishuu shiken kujira progressive,6.1,"Drama, Romance",Unknown,OVA,1,Zexcs,PG-13 - Teens 13 or older,7823.0,8327
4214,rosario to vampire capu2,6.98,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire",Rosario + Vampire Capu2,TV,13,Gonzo,R+ - Mild Nudity,3721.0,394
4218,niji ni mukatte,5.78,"Romance, Historical",Unknown,Movie,1,Unknown,G - All Ages,8894.0,13235
4220,okon joururi,Unknown,"Fantasy, Historical, Drama",Unknown,Movie,1,Unknown,G - All Ages,11297.0,13122
4224,toradora!,8.24,"Slice of Life, Comedy, Romance, School",Toradora!,TV,25,J.C.Staff,PG-13 - Teens 13 or older,265.0,17
4232,mobile suit gundam ms igloo 2: gravity of the battlefront,6.74,"Mecha, Sci-Fi",Unknown,OVA,3,Sunrise,PG-13 - Teens 13 or older,4733.0,4875
4240,ginga senpuu braiger,6.68,"Action, Sci-Fi, Adventure, Space, Mecha",Galactic Whirlwind Braiger,TV,39,Toei Animation,PG-13 - Teens 13 or older,5004.0,9112
4242,ginga reppuu baxingar,6.31,"Action, Adventure, Mecha",Galactic Gale Baxingar,TV,39,Kokusai Eigasha,PG-13 - Teens 13 or older,6843.0,10763
4244,ginga shippuu sasuraiger,6.33,"Action, Adventure, Mecha",Galactic Gale Sasuraiger,TV,43,Unknown,PG-13 - Teens 13 or older,6745.0,10793
4246,koukyoushihen eureka seven: pocket ga niji de ippai,7.16,"Adventure, Mecha, Romance, Sci-Fi","Eureka Seven - good night, sleep tight, young lovers",Movie,1,"Bones, Kinema Citrus",PG-13 - Teens 13 or older,2948.0,2491
4250,kore ga ufo da! soratobu enban,4.89,"Sci-Fi, Space",That is an UFO! The Flying Saucer,Movie,1,Toei Animation,PG - Children,10679.0,10404
4252,explorer woman ray,5.39,"Action, Adventure",Unknown,OVA,2,"AIC, animate Film",PG-13 - Teens 13 or older,9966.0,10100
4260,five card,5.5,"Comedy, Hentai, School",Five Card,OVA,4,Unknown,Rx - Hentai,Unknown,9990
4262,koihime†musou,6.76,"Action, Adventure, Historical, Ecchi, Martial Arts, Fantasy",Unknown,TV,12,Doga Kobo,R+ - Mild Nudity,4624.0,2474
4264,ultraviolet: code 044,5.93,"Action, Sci-Fi",Ultraviolet:Code 044,TV,12,Madhouse,R - 17+ (violence & profanity),8437.0,6128
4266,vie durant,4.88,"Sci-Fi, Drama, Vampire",Unknown,ONA,8,"Radix, Marine Entertainment",PG-13 - Teens 13 or older,10710.0,9733
4278,shishunki shoujo,6.48,"Hentai, School",Unknown,OVA,2,Suzuki Mirano,Rx - Hentai,Unknown,7580
4280,kara no kyoukai 4: garan no dou,7.9,"Action, Mystery, Supernatural, Thriller",the Garden of sinners Chapter 4:The Hollow Shrine,Movie,1,ufotable,R - 17+ (violence & profanity),679.0,871
4282,kara no kyoukai 5: mujun rasen,8.56,"Action, Mystery, Supernatural, Drama, Romance, Thriller",the Garden of sinners Chapter 5:Paradox Paradigm,Movie,1,ufotable,R - 17+ (violence & profanity),85.0,788
4286,bonobono (tv),6.71,Comedy,Bonobono,TV,48,Unknown,G - All Ages,4848.0,10138
4298,futari no joe,6.02,"Shounen, Sports",Joe vs Joe,OVA,6,Unknown,PG-13 - Teens 13 or older,8158.0,10601
4304,kodomo no jikan,6.12,Hentai,A Forbidden Time,OVA,7,Unknown,Rx - Hentai,Unknown,5091
4306,mizugumo monmon,6.59,"Fantasy, Kids, Romance",Water Spider Monmon,Movie,1,Studio Ghibli,G - All Ages,5459.0,7980
